bbox_x1,bbox_y1,bbox_x2,bbox_y2,label,fname,labels
36,47,611,463,75,cars_train/04175.jpg,Chrysler Aspen SUV 2009
218,500,1375,1061,17,cars_train/04176.jpg,Audi 100 Wagon 1994
42,150,415,348,160,cars_train/04177.jpg,Mercedes-Benz 300-Class Convertible 1993
89,120,562,316,181,cars_train/04178.jpg,Suzuki Kizashi Sedan 2012
78,99,573,404,107,cars_train/04179.jpg,Ford Freestar Minivan 2007
96,151,599,449,64,cars_train/04180.jpg,Chevrolet Avalanche Crew Cab 2012
110,108,536,265,176,cars_train/04181.jpg,Rolls-Royce Phantom Sedan 2012
72,267,2602,1813,57,cars_train/04182.jpg,Chevrolet Traverse SUV 2012
16,109,981,694,169,cars_train/04183.jpg,Nissan Juke Hatchback 2012
1,1,240,99,124,cars_train/04184.jpg,HUMMER H2 SUT Crew Cab 2009
41,84,583,414,177,cars_train/04185.jpg,Scion xD Hatchback 2012
37,216,746,502,7,cars_train/04186.jpg,Aston Martin V8 Vantage Convertible 2012
99,120,588,415,73,cars_train/04187.jpg,Chevrolet Silverado 1500 Extended Cab 2012
34,112,961,686,120,cars_train/04188.jpg,GMC Acadia SUV 2012
95,179,595,362,63,cars_train/04189.jpg,Chevrolet Express Cargo Van 2007
16,102,621,423,9,cars_train/04190.jpg,Aston Martin Virage Convertible 2012
43,104,550,299,15,cars_train/04191.jpg,Audi V8 Sedan 1994
173,62,546,349,101,cars_train/04192.jpg,Ferrari California Convertible 2012
91,53,579,325,148,cars_train/04193.jpg,Jeep Compass SUV 2012
16,25,638,466,77,cars_train/04194.jpg,Chrysler Town and Country Minivan 2012
27,154,605,355,19,cars_train/04195.jpg,Audi S6 Sedan 2011
117,323,972,794,163,cars_train/04196.jpg,Mercedes-Benz E-Class Sedan 2012
34,46,563,374,7,cars_train/04197.jpg,Aston Martin V8 Vantage Convertible 2012
209,290,875,590,129,cars_train/04198.jpg,Hyundai Veloster Hatchback 2012
8,15,256,178,108,cars_train/04199.jpg,Ford Expedition EL SUV 2009
16,62,243,161,117,cars_train/04200.jpg,GMC Terrain SUV 2012
153,67,561,435,60,cars_train/04201.jpg,Chevrolet Impala Sedan 2007
56,117,474,266,140,cars_train/04202.jpg,Infiniti G Coupe IPL 2012
3,79,239,179,142,cars_train/04203.jpg,Isuzu Ascender SUV 2008
27,73,635,425,79,cars_train/04204.jpg,Chrysler Crossfire Convertible 2008
4,2,265,182,30,cars_train/04205.jpg,BMW 6 Series Convertible 2007
21,172,666,519,171,cars_train/04206.jpg,Plymouth Neon Coupe 1999
17,13,313,226,105,cars_train/04207.jpg,Ford F-450 Super Duty Crew Cab 2012
81,1,447,275,64,cars_train/04208.jpg,Chevrolet Avalanche Crew Cab 2012
107,562,1913,1203,95,cars_train/04209.jpg,Dodge Charger Sedan 2012
56,114,338,323,179,cars_train/04210.jpg,Spyker C8 Coupe 2009
80,141,988,640,95,cars_train/04211.jpg,Dodge Charger Sedan 2012
1,7,270,183,64,cars_train/04212.jpg,Chevrolet Avalanche Crew Cab 2012
8,45,298,145,118,cars_train/04213.jpg,GMC Savana Van 2012
36,141,558,363,193,cars_train/04215.jpg,Volvo 240 Sedan 1993
30,81,274,163,7,cars_train/04216.jpg,Aston Martin V8 Vantage Convertible 2012
209,167,777,380,143,cars_train/04217.jpg,Jaguar XK XKR 2012
43,117,561,278,58,cars_train/04218.jpg,Chevrolet Camaro Convertible 2012
34,108,595,410,165,cars_train/04219.jpg,Mercedes-Benz Sprinter Van 2012
111,31,554,305,145,cars_train/04220.jpg,Jeep Wrangler SUV 2012
17,30,247,185,72,cars_train/04221.jpg,Chevrolet Malibu Sedan 2007
17,67,307,236,120,cars_train/04222.jpg,GMC Acadia SUV 2012
17,152,476,367,5,cars_train/04224.jpg,Acura Integra Type R 2001
51,77,2462,1622,144,cars_train/04226.jpg,Jeep Patriot SUV 2012
34,38,276,182,76,cars_train/04227.jpg,Chrysler Sebring Convertible 2010
11,47,270,155,180,cars_train/04228.jpg,Suzuki Aerio Sedan 2007
2,33,778,333,106,cars_train/04230.jpg,Ford Mustang Convertible 2007
14,28,605,489,178,cars_train/04231.jpg,Spyker C8 Convertible 2009
105,99,579,354,101,cars_train/04232.jpg,Ferrari California Convertible 2012
96,66,453,392,115,cars_train/04233.jpg,Ford E-Series Wagon Van 2012
1,103,456,266,73,cars_train/04234.jpg,Chevrolet Silverado 1500 Extended Cab 2012
23,65,637,307,115,cars_train/04235.jpg,Ford E-Series Wagon Van 2012
29,160,668,353,106,cars_train/04236.jpg,Ford Mustang Convertible 2007
143,99,1966,1497,19,cars_train/04237.jpg,Audi S6 Sedan 2011
48,100,446,289,80,cars_train/04238.jpg,Chrysler PT Cruiser Convertible 2008
18,177,778,522,190,cars_train/04240.jpg,Volkswagen Golf Hatchback 1991
58,140,1209,670,14,cars_train/04241.jpg,Audi R8 Coupe 2012
349,88,2212,1429,146,cars_train/04242.jpg,Jeep Liberty SUV 2012
66,128,617,379,42,cars_train/04243.jpg,Bentley Continental GT Coupe 2007
139,172,690,431,1,cars_train/04244.jpg,Acura RL Sedan 2012
23,89,617,479,86,cars_train/04245.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
66,141,739,427,65,cars_train/04246.jpg,Chevrolet Cobalt SS 2010
45,40,644,283,7,cars_train/04247.jpg,Aston Martin V8 Vantage Convertible 2012
22,5,304,159,67,cars_train/04249.jpg,Chevrolet TrailBlazer SS 2009
28,84,453,282,44,cars_train/04250.jpg,Bugatti Veyron 16.4 Convertible 2009
95,161,558,420,138,cars_train/04251.jpg,Hyundai Elantra Touring Hatchback 2012
62,145,450,422,6,cars_train/04252.jpg,Acura ZDX Hatchback 2012
8,63,496,281,158,cars_train/04254.jpg,Mazda Tribute SUV 2011
169,129,414,278,98,cars_train/04255.jpg,FIAT 500 Abarth 2012
7,10,385,353,99,cars_train/04256.jpg,FIAT 500 Convertible 2012
83,185,577,441,131,cars_train/04257.jpg,Hyundai Tucson SUV 2012
14,16,609,461,75,cars_train/04258.jpg,Chrysler Aspen SUV 2009
61,84,974,548,72,cars_train/04259.jpg,Chevrolet Malibu Sedan 2007
36,52,372,218,77,cars_train/04260.jpg,Chrysler Town and Country Minivan 2012
79,131,275,317,99,cars_train/04261.jpg,FIAT 500 Convertible 2012
41,175,614,399,191,cars_train/04263.jpg,Volkswagen Beetle Hatchback 2012
44,71,594,416,57,cars_train/04264.jpg,Chevrolet Traverse SUV 2012
23,161,619,458,29,cars_train/04266.jpg,BMW 3 Series Wagon 2012
75,179,564,441,60,cars_train/04267.jpg,Chevrolet Impala Sedan 2007
39,48,275,180,24,cars_train/04269.jpg,Audi TT RS Coupe 2012
133,51,1081,872,77,cars_train/04270.jpg,Chrysler Town and Country Minivan 2012
47,113,749,426,188,cars_train/04272.jpg,Toyota 4Runner SUV 2012
61,66,999,696,145,cars_train/04273.jpg,Jeep Wrangler SUV 2012
114,84,967,684,131,cars_train/04274.jpg,Hyundai Tucson SUV 2012
34,90,474,240,178,cars_train/04276.jpg,Spyker C8 Convertible 2009
177,377,1929,1070,112,cars_train/04278.jpg,Ford F-150 Regular Cab 2012
72,46,261,140,162,cars_train/04281.jpg,Mercedes-Benz SL-Class Coupe 2009
346,229,1567,883,172,cars_train/04282.jpg,Porsche Panamera Sedan 2012
41,28,660,350,95,cars_train/04283.jpg,Dodge Charger Sedan 2012
1,63,619,411,170,cars_train/04284.jpg,Nissan 240SX Coupe 1998
115,89,591,416,171,cars_train/04286.jpg,Plymouth Neon Coupe 1999
24,41,398,276,159,cars_train/04287.jpg,McLaren MP4-12C Coupe 2012
76,72,926,690,181,cars_train/04288.jpg,Suzuki Kizashi Sedan 2012
48,41,353,241,50,cars_train/04289.jpg,Cadillac CTS-V Sedan 2012
152,140,443,355,116,cars_train/04290.jpg,Ford Fiesta Sedan 2012
33,72,540,322,10,cars_train/04292.jpg,Aston Martin Virage Coupe 2012
74,45,996,627,105,cars_train/04293.jpg,Ford F-450 Super Duty Crew Cab 2012
1,8,852,525,35,cars_train/04294.jpg,BMW M6 Convertible 2010
74,224,448,368,152,cars_train/04295.jpg,Lamborghini Diablo Coupe 2001
183,255,963,671,100,cars_train/04296.jpg,Ferrari FF Coupe 2012
231,328,1691,1124,97,cars_train/04297.jpg,Eagle Talon Hatchback 1998
12,1,599,385,168,cars_train/04299.jpg,Nissan NV Passenger Van 2012
16,29,241,155,75,cars_train/04300.jpg,Chrysler Aspen SUV 2009
44,18,229,135,156,cars_train/04301.jpg,MINI Cooper Roadster Convertible 2012
42,195,834,429,56,cars_train/04302.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
192,581,3976,1791,163,cars_train/04303.jpg,Mercedes-Benz E-Class Sedan 2012
23,130,622,441,117,cars_train/04305.jpg,GMC Terrain SUV 2012
1,16,120,94,173,cars_train/04306.jpg,Ram C/V Cargo Van Minivan 2012
6,34,242,124,68,cars_train/04307.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
91,90,874,495,8,cars_train/04308.jpg,Aston Martin V8 Vantage Coupe 2012
16,106,584,379,78,cars_train/04309.jpg,Chrysler 300 SRT-8 2010
29,143,614,423,57,cars_train/04310.jpg,Chevrolet Traverse SUV 2012
27,115,594,391,116,cars_train/04311.jpg,Ford Fiesta Sedan 2012
3,5,485,210,15,cars_train/04312.jpg,Audi V8 Sedan 1994
27,64,250,177,20,cars_train/04313.jpg,Audi S5 Convertible 2012
13,9,294,181,185,cars_train/04314.jpg,Toyota Sequoia SUV 2012
6,62,381,277,160,cars_train/04315.jpg,Mercedes-Benz 300-Class Convertible 1993
74,87,579,262,48,cars_train/04316.jpg,Buick Verano Sedan 2012
53,339,963,744,106,cars_train/04317.jpg,Ford Mustang Convertible 2007
21,15,363,255,85,cars_train/04318.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
15,23,292,163,164,cars_train/04319.jpg,Mercedes-Benz S-Class Sedan 2012
109,14,909,715,153,cars_train/04320.jpg,Land Rover Range Rover SUV 2012
98,15,630,294,62,cars_train/04321.jpg,Chevrolet Sonic Sedan 2012
10,13,190,91,30,cars_train/04323.jpg,BMW 6 Series Convertible 2007
24,3,239,179,120,cars_train/04324.jpg,GMC Acadia SUV 2012
26,12,457,272,185,cars_train/04325.jpg,Toyota Sequoia SUV 2012
108,207,897,596,62,cars_train/04326.jpg,Chevrolet Sonic Sedan 2012
59,37,600,369,145,cars_train/04327.jpg,Jeep Wrangler SUV 2012
2,13,221,112,41,cars_train/04328.jpg,Bentley Continental GT Coupe 2012
127,170,476,337,99,cars_train/04329.jpg,FIAT 500 Convertible 2012
64,151,768,405,181,cars_train/04332.jpg,Suzuki Kizashi Sedan 2012
71,37,312,134,179,cars_train/04333.jpg,Spyker C8 Coupe 2009
137,272,654,773,44,cars_train/04334.jpg,Bugatti Veyron 16.4 Convertible 2009
47,58,552,412,184,cars_train/04335.jpg,Tesla Model S Sedan 2012
61,30,969,767,145,cars_train/04336.jpg,Jeep Wrangler SUV 2012
24,73,600,338,140,cars_train/04337.jpg,Infiniti G Coupe IPL 2012
33,67,404,283,4,cars_train/04338.jpg,Acura TSX Sedan 2012
69,206,769,511,35,cars_train/04339.jpg,BMW M6 Convertible 2010
6,46,255,156,90,cars_train/04340.jpg,Dodge Dakota Club Cab 2007
48,34,400,243,90,cars_train/04341.jpg,Dodge Dakota Club Cab 2007
15,39,199,124,107,cars_train/04342.jpg,Ford Freestar Minivan 2007
143,310,915,656,111,cars_train/04343.jpg,Ford GT Coupe 2006
58,124,478,290,187,cars_train/04344.jpg,Toyota Corolla Sedan 2012
172,256,1450,1075,52,cars_train/04345.jpg,Cadillac Escalade EXT Crew Cab 2007
68,95,974,629,78,cars_train/04346.jpg,Chrysler 300 SRT-8 2010
11,41,615,416,51,cars_train/04348.jpg,Cadillac SRX SUV 2012
27,45,628,441,66,cars_train/04350.jpg,Chevrolet Malibu Hybrid Sedan 2010
200,239,1134,695,34,cars_train/04351.jpg,BMW M5 Sedan 2010
179,127,472,333,96,cars_train/04352.jpg,Dodge Charger SRT-8 2009
61,225,968,520,42,cars_train/04353.jpg,Bentley Continental GT Coupe 2007
53,44,684,444,145,cars_train/04354.jpg,Jeep Wrangler SUV 2012
135,253,1115,817,192,cars_train/04355.jpg,Volvo C30 Hatchback 2012
125,134,477,309,51,cars_train/04356.jpg,Cadillac SRX SUV 2012
340,11,1687,1062,24,cars_train/04357.jpg,Audi TT RS Coupe 2012
37,63,267,215,194,cars_train/04358.jpg,Volvo XC90 SUV 2007
66,68,599,306,18,cars_train/04359.jpg,Audi TT Hatchback 2011
9,29,266,154,55,cars_train/04360.jpg,Chevrolet Corvette ZR1 2012
19,40,210,150,195,cars_train/04361.jpg,smart fortwo Convertible 2012
108,81,739,388,159,cars_train/04362.jpg,McLaren MP4-12C Coupe 2012
38,178,603,371,172,cars_train/04363.jpg,Porsche Panamera Sedan 2012
160,289,1009,947,182,cars_train/04364.jpg,Suzuki SX4 Hatchback 2012
47,18,562,355,143,cars_train/04365.jpg,Jaguar XK XKR 2012
96,69,584,303,48,cars_train/04366.jpg,Buick Verano Sedan 2012
108,37,682,555,123,cars_train/04369.jpg,HUMMER H3T Crew Cab 2010
168,201,782,604,62,cars_train/04370.jpg,Chevrolet Sonic Sedan 2012
103,126,561,414,148,cars_train/04371.jpg,Jeep Compass SUV 2012
41,197,695,440,90,cars_train/04373.jpg,Dodge Dakota Club Cab 2007
12,43,639,426,31,cars_train/04374.jpg,BMW X5 SUV 2007
4,67,259,152,160,cars_train/04376.jpg,Mercedes-Benz 300-Class Convertible 1993
17,109,626,438,76,cars_train/04377.jpg,Chrysler Sebring Convertible 2010
10,13,234,146,11,cars_train/04379.jpg,Audi RS 4 Convertible 2008
7,91,463,296,16,cars_train/04380.jpg,Audi 100 Sedan 1994
83,129,367,289,75,cars_train/04381.jpg,Chrysler Aspen SUV 2009
1,6,500,240,158,cars_train/04383.jpg,Mazda Tribute SUV 2011
17,55,285,166,174,cars_train/04384.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
37,38,540,245,9,cars_train/04386.jpg,Aston Martin Virage Convertible 2012
35,17,607,437,121,cars_train/04387.jpg,GMC Canyon Extended Cab 2012
41,155,619,416,179,cars_train/04388.jpg,Spyker C8 Coupe 2009
25,28,377,249,84,cars_train/04389.jpg,Dodge Caravan Minivan 1997
69,145,855,581,138,cars_train/04390.jpg,Hyundai Elantra Touring Hatchback 2012
129,74,797,451,147,cars_train/04391.jpg,Jeep Grand Cherokee SUV 2012
139,60,745,465,94,cars_train/04393.jpg,Dodge Durango SUV 2007
68,184,719,467,101,cars_train/04395.jpg,Ferrari California Convertible 2012
59,15,753,465,7,cars_train/04396.jpg,Aston Martin V8 Vantage Convertible 2012
23,24,307,203,110,cars_train/04397.jpg,Ford Ranger SuperCab 2011
721,172,3678,1982,175,cars_train/04398.jpg,Rolls-Royce Ghost Sedan 2012
89,83,219,142,38,cars_train/04399.jpg,Bentley Continental Supersports Conv. Convertible 2012
221,136,425,226,45,cars_train/04401.jpg,Bugatti Veyron 16.4 Coupe 2009
1,58,300,187,159,cars_train/04403.jpg,McLaren MP4-12C Coupe 2012
37,42,290,201,145,cars_train/04404.jpg,Jeep Wrangler SUV 2012
39,231,486,374,150,cars_train/04406.jpg,Lamborghini Aventador Coupe 2012
164,265,974,548,56,cars_train/04407.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
27,135,626,398,74,cars_train/04408.jpg,Chevrolet Silverado 1500 Regular Cab 2012
47,13,463,327,29,cars_train/04410.jpg,BMW 3 Series Wagon 2012
4,70,500,273,159,cars_train/04411.jpg,McLaren MP4-12C Coupe 2012
33,121,695,430,131,cars_train/04413.jpg,Hyundai Tucson SUV 2012
8,48,249,163,64,cars_train/04414.jpg,Chevrolet Avalanche Crew Cab 2012
39,51,546,383,153,cars_train/04415.jpg,Land Rover Range Rover SUV 2012
60,67,582,398,187,cars_train/04416.jpg,Toyota Corolla Sedan 2012
14,59,408,290,116,cars_train/04419.jpg,Ford Fiesta Sedan 2012
52,105,432,327,89,cars_train/04420.jpg,Dodge Dakota Crew Cab 2010
61,97,967,690,145,cars_train/04422.jpg,Jeep Wrangler SUV 2012
29,17,1163,715,161,cars_train/04423.jpg,Mercedes-Benz C-Class Sedan 2012
247,284,892,538,133,cars_train/04424.jpg,Hyundai Sonata Hybrid Sedan 2012
26,49,289,186,94,cars_train/04425.jpg,Dodge Durango SUV 2007
48,13,499,345,141,cars_train/04426.jpg,Infiniti QX56 SUV 2011
2,49,637,405,13,cars_train/04428.jpg,Audi TTS Coupe 2012
108,72,902,412,78,cars_train/04429.jpg,Chrysler 300 SRT-8 2010
19,156,619,327,101,cars_train/04430.jpg,Ferrari California Convertible 2012
114,134,1230,658,187,cars_train/04432.jpg,Toyota Corolla Sedan 2012
18,8,620,384,160,cars_train/04435.jpg,Mercedes-Benz 300-Class Convertible 1993
75,1,603,434,56,cars_train/04437.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
135,197,627,436,117,cars_train/04438.jpg,GMC Terrain SUV 2012
66,218,959,711,68,cars_train/04439.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
26,110,621,435,60,cars_train/04440.jpg,Chevrolet Impala Sedan 2007
34,32,872,568,152,cars_train/04441.jpg,Lamborghini Diablo Coupe 2001
50,109,947,521,24,cars_train/04443.jpg,Audi TT RS Coupe 2012
75,196,951,915,117,cars_train/04444.jpg,GMC Terrain SUV 2012
81,44,449,273,194,cars_train/04445.jpg,Volvo XC90 SUV 2007
147,157,741,407,103,cars_train/04446.jpg,Ferrari 458 Italia Coupe 2012
5,118,551,293,16,cars_train/04447.jpg,Audi 100 Sedan 1994
26,76,205,159,12,cars_train/04448.jpg,Audi A5 Coupe 2012
35,134,781,431,42,cars_train/04449.jpg,Bentley Continental GT Coupe 2007
9,27,275,157,164,cars_train/04450.jpg,Mercedes-Benz S-Class Sedan 2012
61,407,905,647,159,cars_train/04451.jpg,McLaren MP4-12C Coupe 2012
35,109,601,346,65,cars_train/04452.jpg,Chevrolet Cobalt SS 2010
61,95,571,326,101,cars_train/04454.jpg,Ferrari California Convertible 2012
94,385,1399,1071,166,cars_train/04455.jpg,Mitsubishi Lancer Sedan 2012
35,123,267,200,14,cars_train/04456.jpg,Audi R8 Coupe 2012
21,94,240,184,47,cars_train/04458.jpg,Buick Rainier SUV 2007
46,28,564,370,175,cars_train/04459.jpg,Rolls-Royce Ghost Sedan 2012
109,78,1172,787,129,cars_train/04460.jpg,Hyundai Veloster Hatchback 2012
20,170,598,359,38,cars_train/04461.jpg,Bentley Continental Supersports Conv. Convertible 2012
33,104,725,352,101,cars_train/04464.jpg,Ferrari California Convertible 2012
52,43,534,425,176,cars_train/04465.jpg,Rolls-Royce Phantom Sedan 2012
17,41,235,146,142,cars_train/04466.jpg,Isuzu Ascender SUV 2008
9,50,316,186,87,cars_train/04467.jpg,Dodge Sprinter Cargo Van 2009
19,49,283,191,4,cars_train/04470.jpg,Acura TSX Sedan 2012
13,493,1944,1395,126,cars_train/04471.jpg,Honda Odyssey Minivan 2007
110,159,352,249,30,cars_train/04472.jpg,BMW 6 Series Convertible 2007
1,97,1015,696,110,cars_train/04473.jpg,Ford Ranger SuperCab 2011
46,30,354,240,138,cars_train/04474.jpg,Hyundai Elantra Touring Hatchback 2012
196,159,739,529,24,cars_train/04475.jpg,Audi TT RS Coupe 2012
29,72,221,144,56,cars_train/04476.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
27,134,479,291,92,cars_train/04477.jpg,Dodge Challenger SRT8 2011
21,66,251,174,53,cars_train/04478.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
33,58,242,148,188,cars_train/04479.jpg,Toyota 4Runner SUV 2012
199,329,1349,829,23,cars_train/04480.jpg,Audi S4 Sedan 2007
22,88,479,312,3,cars_train/04482.jpg,Acura TL Type-S 2008
136,2,760,379,118,cars_train/04483.jpg,GMC Savana Van 2012
35,79,271,185,4,cars_train/04484.jpg,Acura TSX Sedan 2012
21,39,268,156,96,cars_train/04485.jpg,Dodge Charger SRT-8 2009
20,95,615,450,37,cars_train/04487.jpg,BMW Z4 Convertible 2012
26,109,611,384,81,cars_train/04489.jpg,Daewoo Nubira Wagon 2002
81,58,1550,1069,139,cars_train/04491.jpg,Hyundai Azera Sedan 2012
18,27,332,206,7,cars_train/04493.jpg,Aston Martin V8 Vantage Convertible 2012
128,115,506,358,8,cars_train/04494.jpg,Aston Martin V8 Vantage Coupe 2012
39,74,233,180,7,cars_train/04495.jpg,Aston Martin V8 Vantage Convertible 2012
154,313,949,513,111,cars_train/04496.jpg,Ford GT Coupe 2006
63,105,396,353,11,cars_train/04497.jpg,Audi RS 4 Convertible 2008
134,41,553,300,177,cars_train/04498.jpg,Scion xD Hatchback 2012
141,47,500,218,131,cars_train/04499.jpg,Hyundai Tucson SUV 2012
35,124,211,179,28,cars_train/04500.jpg,BMW 3 Series Sedan 2012
29,24,467,335,185,cars_train/04501.jpg,Toyota Sequoia SUV 2012
29,68,494,279,65,cars_train/04502.jpg,Chevrolet Cobalt SS 2010
31,113,411,295,121,cars_train/04504.jpg,GMC Canyon Extended Cab 2012
10,4,348,165,27,cars_train/04505.jpg,BMW 1 Series Coupe 2012
478,286,1534,979,62,cars_train/04506.jpg,Chevrolet Sonic Sedan 2012
2,40,300,151,114,cars_train/04507.jpg,Ford Focus Sedan 2007
187,132,453,346,134,cars_train/04508.jpg,Hyundai Elantra Sedan 2007
105,52,356,210,8,cars_train/04509.jpg,Aston Martin V8 Vantage Coupe 2012
107,109,444,255,8,cars_train/04510.jpg,Aston Martin V8 Vantage Coupe 2012
107,261,893,610,3,cars_train/04511.jpg,Acura TL Type-S 2008
21,31,382,228,109,cars_train/04513.jpg,Ford Edge SUV 2012
65,111,402,396,190,cars_train/04514.jpg,Volkswagen Golf Hatchback 1991
6,42,493,296,153,cars_train/04515.jpg,Land Rover Range Rover SUV 2012
257,42,585,223,158,cars_train/04516.jpg,Mazda Tribute SUV 2011
4,80,247,156,151,cars_train/04517.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
42,85,379,291,120,cars_train/04518.jpg,GMC Acadia SUV 2012
217,565,1366,979,111,cars_train/04521.jpg,Ford GT Coupe 2006
33,81,580,333,96,cars_train/04522.jpg,Dodge Charger SRT-8 2009
24,64,278,223,141,cars_train/04524.jpg,Infiniti QX56 SUV 2011
2,5,395,198,81,cars_train/04525.jpg,Daewoo Nubira Wagon 2002
103,74,937,557,190,cars_train/04526.jpg,Volkswagen Golf Hatchback 1991
232,295,947,636,36,cars_train/04527.jpg,BMW X3 SUV 2012
14,27,391,171,97,cars_train/04528.jpg,Eagle Talon Hatchback 1998
17,66,632,363,164,cars_train/04529.jpg,Mercedes-Benz S-Class Sedan 2012
4,23,393,268,138,cars_train/04530.jpg,Hyundai Elantra Touring Hatchback 2012
27,103,753,361,42,cars_train/04531.jpg,Bentley Continental GT Coupe 2007
99,176,536,376,141,cars_train/04532.jpg,Infiniti QX56 SUV 2011
27,73,555,330,194,cars_train/04534.jpg,Volvo XC90 SUV 2007
21,46,602,370,134,cars_train/04535.jpg,Hyundai Elantra Sedan 2007
111,77,439,332,116,cars_train/04536.jpg,Ford Fiesta Sedan 2012
160,203,1363,810,13,cars_train/04537.jpg,Audi TTS Coupe 2012
28,165,1005,551,193,cars_train/04538.jpg,Volvo 240 Sedan 1993
18,118,325,221,71,cars_train/04539.jpg,Chevrolet Monte Carlo Coupe 2007
307,278,1279,892,143,cars_train/04540.jpg,Jaguar XK XKR 2012
182,124,477,325,95,cars_train/04541.jpg,Dodge Charger Sedan 2012
10,48,483,295,170,cars_train/04542.jpg,Nissan 240SX Coupe 1998
18,18,328,190,0,cars_train/04544.jpg,AM General Hummer SUV 2000
95,98,1132,589,101,cars_train/04545.jpg,Ferrari California Convertible 2012
369,251,945,529,191,cars_train/04546.jpg,Volkswagen Beetle Hatchback 2012
28,67,240,233,29,cars_train/04547.jpg,BMW 3 Series Wagon 2012
68,66,264,174,26,cars_train/04548.jpg,BMW 1 Series Convertible 2012
37,143,559,309,16,cars_train/04549.jpg,Audi 100 Sedan 1994
15,85,289,190,50,cars_train/04550.jpg,Cadillac CTS-V Sedan 2012
27,19,727,298,27,cars_train/04551.jpg,BMW 1 Series Coupe 2012
57,114,432,291,9,cars_train/04552.jpg,Aston Martin Virage Convertible 2012
40,226,768,490,47,cars_train/04553.jpg,Buick Rainier SUV 2007
61,158,535,350,154,cars_train/04554.jpg,Land Rover LR2 SUV 2012
25,48,252,178,47,cars_train/04556.jpg,Buick Rainier SUV 2007
23,50,583,381,141,cars_train/04557.jpg,Infiniti QX56 SUV 2011
39,130,661,454,118,cars_train/04558.jpg,GMC Savana Van 2012
235,36,678,298,118,cars_train/04559.jpg,GMC Savana Van 2012
9,64,295,165,128,cars_train/04561.jpg,Honda Accord Sedan 2012
5,10,497,335,179,cars_train/04562.jpg,Spyker C8 Coupe 2009
47,62,390,249,124,cars_train/04563.jpg,HUMMER H2 SUT Crew Cab 2009
47,38,355,227,117,cars_train/04564.jpg,GMC Terrain SUV 2012
17,167,781,430,65,cars_train/04565.jpg,Chevrolet Cobalt SS 2010
5,54,248,166,53,cars_train/04566.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
14,27,590,208,17,cars_train/04567.jpg,Audi 100 Wagon 1994
1,7,300,170,176,cars_train/04568.jpg,Rolls-Royce Phantom Sedan 2012
28,71,411,278,116,cars_train/04571.jpg,Ford Fiesta Sedan 2012
3,122,550,333,81,cars_train/04572.jpg,Daewoo Nubira Wagon 2002
24,85,341,252,185,cars_train/04573.jpg,Toyota Sequoia SUV 2012
7,227,545,409,104,cars_train/04575.jpg,Fisker Karma Sedan 2012
4,38,191,133,38,cars_train/04576.jpg,Bentley Continental Supersports Conv. Convertible 2012
33,141,606,333,178,cars_train/04577.jpg,Spyker C8 Convertible 2009
21,18,492,316,0,cars_train/04578.jpg,AM General Hummer SUV 2000
21,34,482,285,23,cars_train/04580.jpg,Audi S4 Sedan 2007
298,331,1411,883,19,cars_train/04581.jpg,Audi S6 Sedan 2011
400,125,760,422,182,cars_train/04582.jpg,Suzuki SX4 Hatchback 2012
6,117,606,406,184,cars_train/04583.jpg,Tesla Model S Sedan 2012
49,59,581,364,30,cars_train/04584.jpg,BMW 6 Series Convertible 2007
55,355,1333,1135,112,cars_train/04585.jpg,Ford F-150 Regular Cab 2012
19,74,490,341,114,cars_train/04586.jpg,Ford Focus Sedan 2007
537,329,1214,955,182,cars_train/04587.jpg,Suzuki SX4 Hatchback 2012
15,9,468,408,2,cars_train/04588.jpg,Acura TL Sedan 2012
21,101,618,386,60,cars_train/04589.jpg,Chevrolet Impala Sedan 2007
83,67,181,114,61,cars_train/04590.jpg,Chevrolet Tahoe Hybrid SUV 2012
128,139,503,300,136,cars_train/04593.jpg,Hyundai Genesis Sedan 2012
87,99,603,381,33,cars_train/04594.jpg,BMW M3 Coupe 2012
33,8,210,100,13,cars_train/04595.jpg,Audi TTS Coupe 2012
70,96,418,316,65,cars_train/04596.jpg,Chevrolet Cobalt SS 2010
22,177,960,618,105,cars_train/04597.jpg,Ford F-450 Super Duty Crew Cab 2012
46,79,523,338,89,cars_train/04598.jpg,Dodge Dakota Crew Cab 2010
57,108,441,244,129,cars_train/04599.jpg,Hyundai Veloster Hatchback 2012
17,47,241,158,189,cars_train/04600.jpg,Volkswagen Golf Hatchback 2012
96,68,733,497,20,cars_train/04601.jpg,Audi S5 Convertible 2012
32,74,617,407,129,cars_train/04604.jpg,Hyundai Veloster Hatchback 2012
24,117,618,366,128,cars_train/04605.jpg,Honda Accord Sedan 2012
